1;fr;Comment appelle-t-on une eau du robinet commercialisée en bouteilles ?;Eau de table;Eau plate;Eau douce;Eau de Seltz;Débutant;De manière générale une eau minérale naturelle doit avoir une origine souterraine et une composition chimique stable.;https://fr.wikipedia.org/wiki/Eau_minérale_naturelle
26;es;¿Qué marca utilizó La princesa del agua de mesa como primer eslogan ?;Perrier;Saint-Yorre;Vólvic;Contrex;Expert;La tipografía serif de la letra P de la palabra Perrier simboliza una empresa anclada en sus valores.;
27;es;Originalmente, ¿dónde se vendía el agua de Evian ahora envasada en Amphion ?;En farmacia;En panadería;En charcutería;En la biblioteca;Expert;El agua de Evian es la más vendida en Francia, Reino Unido y Suiza, pero también está bien situada en los Estados Unidos como agua importada.;
28;es;¿Qué agua se vendió por primera vez con el nombre de Eau de table de Nazareth ?;Plancoët;Valvert;Contrex;Rozana;Expert;Las 96 hectáreas que rodean la fuente han estado protegidas de toda actividad agrícola desde el inicio de su explotación comercial.;
29;es;¿Cuál de estas aguas no forma parte de la Vittel Water Company ?;Vólvic;Vittel;Hepar;Contrex;Expert;En 2005, Vittel contrató los servicios de David Bowie para promocionar su agua a través de un spot simbólico.;
30;es;¿Qué manantial se conoce desde la antigüedad como manantial romano ?;Rozana;Badoit;Quezac;Vólvic;Expert;Las aguas de Rozana también sirvieron de fuente suplementaria a muchos ejércitos durante las batallas.;
1;it;Come si chiama l'acqua del rubinetto venduta in bottiglia ?;Acqua da tavola;Ancora acqua;Acqua dolce;Acqua Seltz;Débutant;In generale, l'acqua minerale naturale deve avere un'origine sotterranea e una composizione chimica stabile.;
2;it;A quale gruppo alimentare francese appartiene il marchio Volvic ?;Danone;Regilait;Lattalis;Sodebo;Débutant;Nel Nord America, Volvic è considerata acqua di sorgente, a causa del suo basso contenuto di minerali.;
3;it;Quale di queste acque minerali è naturalmente gassata ?;Vichy Célestins;Volvic;Vittel;Hepar;Débutant;La sua sorgente si chiama Les Célestins, nome derivante da un ex convento situato proprio sopra la sorgente e si trova a Vichy.;
4;it;Quale acqua minerale ha utilizzato il famoso Va forte!;Saint-Yorre;Jouvence;Thonon;Evian;Débutant;Vichy Saint Yorre appartiene al gruppo delle acque altamente mineralizzate ed è stato riconosciuto come benefico per la salute.;
5;it;Qual è il marchio leader al mondo di acqua frizzante in bottiglia ?;Perrier;Rozana;Saint-Yorre;Badoit;Débutant;Perrier è un'acqua minerale frizzante francese proveniente dalla sorgente Bouillens, denominata sorgente Perrier dal 1903.;
6;it;Chi ha autorizzato il marchio Badoit ad utilizzare il suo famosissimo « Y'a de la joie » ?;Charles Trenet;Charles Aznavour;Charles Dumont;Charles Berling;Débutant;Già nel 1778, le sue virtù appetitose ed esilaranti furono riconosciute da Richard Marin de Laprade, medico onorario del re Luigi XVI.;
7;it;Quale di queste acque non è un'acqua naturale frizzante a marchio Badoit ?;Badoit giallo;Badoit verde;Rosso Badoit;Badoit aromatizzato;Débutant;Nel 2012 Badoit rappresentava il 12,6% in volume e il 16,1% in valore del mercato dell'acqua frizzante naturale in Francia.;
8;it;Qual è l'unica acqua minerale naturale della Bretagna, nella Côtes-d'Armor ?;Plancoet;Edelvia;Aproz;Asperjoc;Débutant;Dal 2011, è stata lanciata un'acqua finemente frizzante « Plancoët Fines Bulles » per i clienti di hotel e ristoranti.;
9;it;Come si chiamano le acque sotterranee naturalmente conformi ?;Acqua di sorgente;Acqua demineralizzata;Acqua frizzante;Acque reflue;Débutant;L'acqua sorgiva ha beneficiato della protezione dall'inquinamento e non ha subito alcun trattamento o aggiunta chimica.;
10;it;Quale Paese europeo è il più grande consumatore di acqua in bottiglia ?;Italia;Belgio;Spagna;Germania;Débutant;Nel 2004, il consumo globale di acqua in bottiglie di plastica è stato di 154 miliardi di litri.;
11;it;Quale di queste acque non è un'acqua minerale spagnola ?;Valvert;Viladrau;Acquerello;Bezoia;Confirmé;Valvert è un'acqua che nasce nel cuore della foresta dell'Étalle, nella Gaume, nel sud delle Ardenne belghe.;
12;it;In quale dipartimento francese si trova la sorgente Volvic ?;Puy-de-Dôme;Lozère;Cantale;Valchiusa;Confirmé;2 siti con 12 linee di produzione producono 1 miliardo di bottiglie all'anno, ovvero 4 milioni di bottiglie prodotte al giorno.;
13;it;Quale azienda possiede il marchio dell'acqua minerale Vittel ?;Acque Nestlé;PepsiCo;Danone;Orangina;Confirmé;La sua storia si intreccia con quella dell'idroterapia e inizia nel 1854 con l'acquisto di una fontana da parte di Louis Bouloumié a Vittel.;
14;it;Quale acqua minerale nasce nel dipartimento della Lozère ?;Quezac;Quibio;Quench;Quret;Confirmé;La sorgente del Quézac era già conosciuta dai Celti e dai Gallo-Romani che la utilizzavano per i bagni termali.;
15;it;Quanti litri di acqua minerale produce ogni anno il marchio Évian ?;1,5 miliardi;1 miliardo;500 milioni;2 miliardi;Confirmé;Il 40% delle vendite è realizzato in Francia, dove il marchio rappresenta il 18% del mercato dell'acqua naturale in bottiglia.;
16;it;Quale acqua fu riconosciuta nel 1778 per le sue proprietà aperitive ed esilaranti ?;Badoit;Contrex;Perrier;Saint-Yorre;Confirmé;Il 2015 ha visto il lancio di Badoit in lattina : Badoit Rosso, Badoit Citron e Badoit Lime.;
17;it;In che anno la bottiglia rotonda dell'acqua Hépar è diventata quadrata ?;1980;1990;2000;2010;Confirmé;Negli anni '30 l'Hépar veniva venduto in bottiglie di vetro per consentire agli ospiti delle terme di prolungare il trattamento a casa.;
18;it;Quale acqua minerale frizzante francese nasce nell'Alta Corsica ?;Orezza;Rozana;Badoit;Edelvia;Confirmé;Le visite al sito storico e alla linea di produzione non sono più possibili a causa delle norme di sicurezza.;
19;it;Di che colore è associata l'acqua celtica leggermente frizzante ?;Verde;Rosso;Blu;Giallo;Confirmé;Celtic è disponibile in tre versioni : liscio, etichetta blu, leggermente frizzante in verde e molto frizzante in rosso.;
20;it;Quale di queste acque non è l'acqua minerale belga ?;Edelvia;Valvert;Spa;Duke;Confirmé;In Svizzera, un secolo fa, il consumo annuo di acqua minerale raggiungeva meno di due litri pro capite.;
21;it;Nel 2013, quante acque minerali naturali ha riconosciuto la Francia sul suo territorio ?;82;75;67;59;Expert;La Francia ha riconosciuto 82 acque sul suo territorio contro le 30 del Belgio, 25 della Bulgaria e 342 dell'Italia.;
22;it;Quale acqua permette un aumento del volume urinario e quindi della diuresi ?;Contrex;Perrier;Saint-Yorre;Badoit;Expert;Contrex consentirebbe un buon lavaggio delle cavità renali e delle vie urinarie, nonché una buona eliminazione delle scorie.;
23;it;In quale paese viene imbottigliato Saint-Justin, alla fonte di Saint-Justin ?;Canada;Spagna;Nuova Zelanda;Brasile;Expert;In Canada sono presenti oltre 100 marche di acqua in bottiglia, il 20% delle quali importate.;
24;it;Quale di queste acque minerali non è acqua svizzera ?;Bezoia;Aproz;Edelvia;Archina;Expert;In Spagna, la Bezoya è spesso raccomandata dai pediatri perché ha il più basso contenuto di sodio.;
25;it;L'acqua Vichy Célestins è rinomata per il suo alto contenuto di quale metallo ?;Sodio;Calcio;Magnesio;Potassio;Expert;A causa del suo alto contenuto di sodio, l'acqua Vichy Célestins non è consigliata alle persone con pressione alta.;
26;it;Quale brand ha utilizzato La principessa dell'acqua da tavola come primo slogan ?;Perrier;Saint-Yorre;Volvic;Contrex;Expert;La tipografia serif della lettera P nella parola Perrier simboleggia un'azienda ancorata ai propri valori.;
27;it;Originariamente, dove veniva venduta l'acqua Evian ora confezionata in Amphion ?;In farmacia;Nel panificio;Nei salumi;In biblioteca;Expert;L'acqua Evian è la più venduta in Francia, Regno Unito, Svizzera, ma ben posizionata anche negli Stati Uniti come acqua importata.;
28;it;Quale acqua fu venduta per la prima volta con il nome Eau de table de Nazareth ?;Plancoet;Valvert;Contrex;Rozana;Expert;I 96 ettari che circondano la sorgente sono stati protetti da ogni attività agricola fin dall'inizio del suo sfruttamento commerciale.;
29;it;Quale di queste acque non fa parte della Vittel Water Company ?;Volvic;Vittel;Hepar;Contrex;Expert;Nel 2005, Vittel si è avvalsa dei servizi di David Bowie per promuovere la propria acqua attraverso uno spot simbolico.;
30;it;Quale sorgente è conosciuta fin dall'antichità come sorgente romana ?;Rozana;Badoit;Quezac;Volvic;Expert;Le acque di Rozana servirono anche come fonte supplementare a molti eserciti durante le battaglie.;
1;nl;Hoe noem je kraanwater dat in flessen wordt verkocht ?;Tafelwater;Stilstaand water;Zoet water;Seltzerwater;Débutant;Over het algemeen moet natuurlijk mineraalwater een ondergrondse oorsprong en een stabiele chemische samenstelling hebben.;
2;nl;Tot welke Franse voedingsgroep behoort het merk Volvic ?;Danone;Regilait;Lactalis;Sodebo;Débutant;In Noord-Amerika wordt Volvic beschouwd als bronwater vanwege het lage mineraalgehalte.;
3;nl;Welke van deze mineraalwatersoorten is van nature koolzuurhoudend ?;Vichy Célestins;Volvic;Vittel;Hepar;Débutant;De bron heet Les Célestins, een naam afkomstig van een voormalig klooster dat net boven de bron ligt en zich in Vichy bevindt.;
4;nl;Welk mineraalwater gebruikte de beroemde It's going strong!;Saint-Yorre;Jouvence;Thonon;Evian;Débutant;Vichy Saint Yorre behoort tot de groep van sterk gemineraliseerde wateren en wordt erkend als gunstig voor de gezondheid.;
5;nl;Wat is 's werelds grootste merk bruiswater in flessen ?;Perrier;Rozana;Sint-Yorre;Badoit;Débutant;Perrier is een Frans bruisend mineraalwater uit de Bouillens-bron, sinds 1903 de Perrier-bron genoemd.;
6;nl;Wie heeft het merk Badoit toestemming gegeven om zijn uiterst beroemde « Y'a de la joie » te gebruiken ?;Charles Trenet;Charles Aznavour;Charles Dumont;Charles Berling;Débutant;Al in 1778 werden de smakelijke en opwindende deugden ervan erkend door Richard Marin de Laprade, eredoctor van koning Lodewijk XVI.;
7;nl;Welk van deze wateren is geen bruisend natuurlijk water van het merk Badoit ?;Gele Badoit;Groene Badoit;Rode Badoit;Gearomatiseerde badoit;Débutant;In 2012 vertegenwoordigde Badoit 12,6% in volume en 16,1% in waarde van de markt voor natuurlijk bruiswater in Frankrijk.;
8;nl;Wat is het enige natuurlijke mineraalwater in Bretagne, in Côtes-d'Armor ?;Plancoët;Edelvia;Aproz;Asperjoc;Débutant;Sinds 2011 is er een fijn bruisend water « Plancoët Fines Bulles » gelanceerd voor hotel- en restaurantklanten.;
9;nl;Hoe wordt natuurlijk conform grondwater genoemd ?;Bronwater;Gedemineraliseerd water;Bruisend water;Afvalwater;Débutant;Bronwater is beschermd tegen vervuiling en heeft geen enkele chemische behandeling of toevoeging ondergaan.;
10;nl;Welk Europees land is de grootste consument van flessenwater ?;Italië;België;Spanje;Duitsland;Débutant;In 2004 bedroeg de mondiale consumptie van plastic flessenwater 154 miljard liter.;https://nl.wikipedia.org/wiki/Flessenwater
11;nl;Welk van deze wateren is geen Spaans mineraalwater ?;Valvert;Viladrau;Waterverf;Bezoja;Confirmé;Valvert is een water dat zijn bron vindt in het hart van het bos van Étalle, in de Gaume, in het zuiden van de Belgische Ardennen.;
12;nl;In welk Franse departement ligt de Volvic-bron ?;Puy-de-Dôme;Lozère;Cantal;Vaucluse;Confirmé;2 locaties met 12 productielijnen produceren 1 miljard flessen per jaar, of 4 miljoen flessen per dag.;
13;nl;Welk bedrijf is eigenaar van het mineraalwatermerk Vittel ?;Nestlé Waters;PepsiCo;Danone;Oranje;Confirmé;De geschiedenis ervan is verweven met die van de hydrotherapie en begint in 1854 met de aankoop van een fontein door Louis Bouloumié in Vittel.;
14;nl;Welk mineraalwater heeft zijn bron in het departement Lozère ?;Quezac;Quibio;Quench;Quret;Confirmé;De bron van Quézac was al bekend bij de Kelten en de Gallo-Romeinen die deze bron gebruikten voor thermale baden.;
15;nl;Hoeveel liter mineraalwater produceert het merk Évian jaarlijks ?;1,5 miljard;1 miljard;500 miljoen;2 miljard;Confirmé;40% van de omzet wordt behaald in Frankrijk, waar het merk 18% van de markt voor mineraalwater vertegenwoordigt.;
16;nl;Welk water werd in 1778 erkend vanwege zijn aperitief- en opwindende eigenschappen ?;Badoit;Contrex;Perrier;Saint-Yorre;Confirmé;In 2015 werd Badoit in blik gelanceerd : Badoit Red, Badoit Citron en Badoit Lime.;
17;nl;In welk jaar werd de ronde fles Hépar-water vierkant ?;1980;1990;2000;2010;Confirmé;In de jaren dertig werd Hépar in glazen flessen verkocht, zodat spagasten de behandeling thuis konden verlengen.;
18;nl;Welk Frans bruisend mineraalwater komt uit Haute-Corse ?;Orezza;Rozana;Badoit;Edelvia;Confirmé;Bezoeken aan de historische site en de productielijn zijn vanwege veiligheidsnormen niet langer mogelijk.;
19;nl;Welke kleur wordt geassocieerd met licht bruisend Keltisch water ?;Groen;Rood;Blauw;Geel;Confirmé;Celtic is verkrijgbaar in drie versies : effen, blauw label, licht sprankelend in groen en zeer sprankelend in rood.;
20;nl;Welk van deze wateren is geen Belgisch mineraalwater ?;Edelvia;Valvert;Spa;Duke;Confirmé;In Zwitserland bedroeg het jaarlijkse verbruik van mineraalwater een eeuw geleden minder dan twee liter per hoofd van de bevolking.;
21;nl;Hoeveel natuurlijk mineraalwater erkende Frankrijk in 2013 op zijn grondgebied ?;82;75;67;59;Expert;Frankrijk heeft 82 wateren op zijn grondgebied erkend, vergeleken met 30 voor België, 25 voor Bulgarije en 342 voor Italië.;
22;nl;Welk water zorgt voor een toename van het urinevolume en dus voor diurese ?;Contrex;Perrier;Saint-Yorre;Badoit;Expert;Contrex zou een goede reiniging van de nierholten en de urinewegen mogelijk maken, evenals een goede afvoer van afvalstoffen.;
23;nl;In welk land wordt Saint-Justin gebotteld, aan de bron van Saint-Justin ?;Canada;Spanje;Nieuw-Zeeland;Brazilië;Expert;Er zijn in Canada meer dan 100 merken flessenwater op de markt, waarvan 20% geïmporteerd.;
24;nl;Welk van deze mineraalwatersoorten is geen water uit Zwitserland ?;Bezoja;Aproz;Edelvia;Arkina;Expert;In Spanje wordt Bezoya vaak aanbevolen door kinderartsen omdat het het laagste natriumgehalte heeft.;
25;nl;Vichy Célestins-water staat bekend om zijn hoge gehalte aan welk metaal ?;Natrium;Calcium;Magnesiu;Kalium;Expert;Vanwege het hoge natriumgehalte wordt Vichy Célestins-water niet aanbevolen voor mensen met hoge bloeddruk.;
26;nl;Welk merk gebruikte The Princess of Table Water als eerste slogan ?;Perrier;Saint-Yorre;Volvic;Contrex;Expert;De schreeftypografie van de letter P in het woord Perrier symboliseert een bedrijf dat verankerd is in zijn waarden.;
27;nl;Waar werd het Evian-water dat nu in Amphion is verpakt, oorspronkelijk verkocht ?;In de apotheek;Bij bakkerij;In charcuterie;In bibliotheek;Expert;Evian-water wordt het meest verkocht in Frankrijk, het Verenigd Koninkrijk en Zwitserland, maar is ook goed gepositioneerd in de Verenigde Staten als geïmporteerd water.;
28;nl;Welk water werd voor het eerst verkocht onder de naam Eau de table de Nazareth ?;Plancoët;Valvert;Contrex;Rozana;Expert;De 96 hectare rondom de bron zijn sinds het begin van de commerciële exploitatie beschermd tegen alle landbouwactiviteiten.;
29;nl;Welke van deze wateren maakt geen deel uit van de Vittel Water Company ?;Volvic;Vittel;Hepar;Contrex;Expert;In 2005 schakelde Vittel de diensten in van David Bowie om zijn water via een symbolische plek te promoten.;
30;nl;Welke bron staat sinds de oudheid bekend als de Romeinse bron ?;Rozana;Badoit;Quezac;Volvic;Expert;De wateren van Rozana dienden ook als aanvullende bron voor veel legers tijdens veldslagen.;
